Date: 2010-03-17, Open: 5198.45, High: 5260.5, Low: 5177.15, SMA20: 5022.94, SMA50: 5028.95, RSI14: 91.46, Return: 0.65%, Output: Up
Date: 2022-05-12, Open: 16021.1, High: 16041.95, Low: 15735.75, SMA20: 16886.89, SMA50: 16998.72, RSI14: 18.33, Return: -2.22%, Output: Down
Date: 2022-05-13, Open: 15977.0, High: 16083.6, Low: 15740.85, SMA20: 16799.48, SMA50: 16981.19, RSI14: 19.88, Return: -0.16%, Output: Up
Date: 2022-05-16, Open: 15845.1, High: 15977.95, Low: 15739.65, SMA20: 16717.81, SMA50: 16962.16, RSI14: 24.14, Return: 0.38%, Output: Up
Date: 2022-05-17, Open: 15912.6, High: 16284.25, Low: 15900.8, SMA20: 16672.09, SMA50: 16955.23, RSI14: 29.7, Return: 2.63%, Output: Down
Date: 2022-05-18, Open: 16318.15, High: 16399.8, Low: 16211.2, SMA20: 16636.17, SMA50: 16950.07, RSI14: 31.66, Return: -0.12%, Output: Down
Date: 2022-05-19, Open: 15917.4, High: 15984.75, Low: 15775.2, SMA20: 16569.82, SMA50: 16941.35, RSI14: 20.09, Return: -2.65%, Output: Up
Date: 2022-05-20, Open: 16043.8, High: 16283.05, Low: 16003.85, SMA20: 16513.5, SMA50: 16949.41, RSI14: 34.59, Return: 2.89%, Output: Down
Date: 2022-05-23, Open: 16290.95, High: 16414.7, Low: 16185.75, SMA20: 16465.63, SMA50: 16953.44, RSI14: 34.36, Return: -0.32%, Output: Down
Date: 2022-05-24, Open: 16225.55, High: 16262.8, Low: 16078.6, SMA20: 16424.19, SMA50: 16949.04, RSI14: 38.63, Return: -0.55%, Output: Down
Date: 2022-05-25, Open: 16196.35, High: 16223.35, Low: 16006.95, SMA20: 16365.44, SMA50: 16937.65, RSI14: 36.99, Return: -0.62%, Output: Up
Date: 2022-05-26, Open: 16105.0, High: 16204.45, Low: 15903.7, SMA20: 16322.03, SMA50: 16928.45, RSI14: 44.97, Return: 0.9%, Output: Up
Date: 2022-05-27, Open: 16296.6, High: 16370.6, Low: 16221.95, SMA20: 16277.4, SMA50: 16918.07, RSI14: 51.02, Return: 1.13%, Output: Up
Date: 2022-05-30, Open: 16527.9, High: 16695.5, Low: 16506.15, SMA20: 16255.34, SMA50: 16918.04, RSI14: 57.75, Return: 1.89%, Output: Down
Date: 2022-05-31, Open: 16578.45, High: 16690.75, Low: 16521.9, SMA20: 16231.12, SMA50: 16910.22, RSI14: 57.67, Return: -0.46%, Output: Down
Date: 2022-06-01, Open: 16594.4, High: 16649.2, Low: 16438.85, SMA20: 16223.37, SMA50: 16894.94, RSI14: 64.74, Return: -0.37%, Output: Up
Date: 2022-06-02, Open: 16481.65, High: 16646.4, Low: 16443.05, SMA20: 16220.64, SMA50: 16885.14, RSI14: 66.89, Return: 0.64%, Output: Down
Date: 2022-06-03, Open: 16761.65, High: 16793.85, Low: 16567.9, SMA20: 16229.29, SMA50: 16870.52, RSI14: 64.92, Return: -0.26%, Output: Down
Date: 2022-06-06, Open: 16530.7, High: 16610.95, Low: 16444.55, SMA20: 16242.68, SMA50: 16857.0, RSI14: 57.44, Return: -0.09%, Output: Down
Date: 2022-06-07, Open: 16469.6, High: 16487.25, Low: 16347.1, SMA20: 16251.49, SMA50: 16840.87, RSI14: 53.97, Return: -0.92%, Output: Down
Date: 2022-06-08, Open: 16474.95, High: 16514.3, Low: 16293.35, SMA20: 16260.95, SMA50: 16824.94, RSI14: 64.79, Return: -0.37%, Output: Up
Date: 2022-06-09, Open: 16263.85, High: 16492.8, Low: 16243.85, SMA20: 16294.46, SMA50: 16810.06, RSI14: 57.0, Return: 0.74%, Output: Down
Date: 2022-06-10, Open: 16283.95, High: 16324.7, Low: 16172.6, SMA20: 16315.44, SMA50: 16787.59, RSI14: 49.63, Return: -1.68%, Output: Down
Date: 2022-06-13, Open: 15877.55, High: 15886.15, Low: 15684.0, SMA20: 16312.04, SMA50: 16753.11, RSI14: 41.55, Return: -2.64%, Output: Down
Date: 2022-06-14, Open: 15674.25, High: 15858.0, Low: 15659.45, SMA20: 16285.68, SMA50: 16718.46, RSI14: 42.73, Return: -0.27%, Output: Down
Date: 2022-06-15, Open: 15729.25, High: 15783.65, Low: 15678.9, SMA20: 16258.28, SMA50: 16678.89, RSI14: 37.52, Return: -0.25%, Output: Down
Date: 2022-06-16, Open: 15832.25, High: 15863.15, Low: 15335.1, SMA20: 16235.84, SMA50: 16625.04, RSI14: 25.97, Return: -2.11%, Output: Down
Date: 2022-06-17, Open: 15272.65, High: 15400.4, Low: 15183.4, SMA20: 16187.2, SMA50: 16571.76, RSI14: 12.46, Return: -0.44%, Output: Up
Date: 2022-06-20, Open: 15334.5, High: 15382.5, Low: 15191.1, SMA20: 16143.98, SMA50: 16522.61, RSI14: 15.75, Return: 0.37%, Output: Up
Date: 2022-06-21, Open: 15455.95, High: 15707.25, Low: 15419.85, SMA20: 16119.66, SMA50: 16482.59, RSI14: 28.21, Return: 1.88%, Output: Down
Date: 2022-06-22, Open: 15545.65, High: 15565.4, Low: 15385.95, SMA20: 16089.03, SMA50: 16435.17, RSI14: 21.74, Return: -1.44%, Output: Up
Date: 2022-06-23, Open: 15451.55, High: 15628.45, Low: 15367.5, SMA20: 16058.36, SMA50: 16392.81, RSI14: 27.15, Return: 0.93%, Output: Up
Date: 2022-06-24, Open: 15657.4, High: 15749.25, Low: 15619.45, SMA20: 16025.7, SMA50: 16356.18, RSI14: 31.69, Return: 0.92%, Output: Up
Date: 2022-06-27, Open: 15926.2, High: 15927.45, Low: 15815.5, SMA20: 15984.23, SMA50: 16323.31, RSI14: 37.6, Return: 0.85%, Output: Up
Date: 2022-06-28, Open: 15757.45, High: 15892.1, Low: 15710.15, SMA20: 15947.51, SMA50: 16296.84, RSI14: 39.07, Return: 0.11%, Output: Down
Date: 2022-06-29, Open: 15701.7, High: 15861.6, Low: 15687.8, SMA20: 15911.33, SMA50: 16273.65, RSI14: 34.87, Return: -0.32%, Output: Down
Date: 2022-06-30, Open: 15774.5, High: 15890.0, Low: 15728.85, SMA20: 15868.94, SMA50: 16246.53, RSI14: 39.39, Return: -0.12%, Output: Down
Date: 2022-07-01, Open: 15703.7, High: 15793.95, Low: 15511.05, SMA20: 15827.33, SMA50: 16213.72, RSI14: 49.3, Return: -0.18%, Output: Up
Date: 2022-07-04, Open: 15710.5, High: 15852.35, Low: 15661.8, SMA20: 15790.62, SMA50: 16186.98, RSI14: 53.17, Return: 0.53%, Output: Down
Date: 2022-07-05, Open: 15909.15, High: 16025.75, Low: 15785.45, SMA20: 15760.34, SMA50: 16164.12, RSI14: 53.68, Return: -0.15%, Output: Up
Date: 2022-07-06, Open: 15818.2, High: 16011.35, Low: 15800.9, SMA20: 15742.02, SMA50: 16139.9, RSI14: 71.55, Return: 1.13%, Output: Up
Date: 2022-07-07, Open: 16113.75, High: 16150.5, Low: 16045.95, SMA20: 15724.76, SMA50: 16121.79, RSI14: 77.33, Return: 0.89%, Output: Up
Date: 2022-07-08, Open: 16273.65, High: 16275.5, Low: 16157.9, SMA20: 15725.7, SMA50: 16101.3, RSI14: 77.78, Return: 0.54%, Output: Down
Date: 2022-07-11, Open: 16136.15, High: 16248.55, Low: 16115.5, SMA20: 15747.78, SMA50: 16083.57, RSI14: 72.5, Return: -0.03%, Output: Down
Date: 2022-07-12, Open: 16126.2, High: 16158.75, Low: 16031.15, SMA20: 15764.09, SMA50: 16063.36, RSI14: 76.55, Return: -0.97%, Output: Down
Date: 2022-07-13, Open: 16128.2, High: 16140.0, Low: 15950.15, SMA20: 15777.82, SMA50: 16049.14, RSI14: 67.62, Return: -0.57%, Output: Down
Date: 2022-07-14, Open: 16018.85, High: 16070.85, Low: 15858.2, SMA20: 15806.72, SMA50: 16034.26, RSI14: 61.42, Return: -0.18%, Output: Up
Date: 2022-07-15, Open: 16010.8, High: 16066.95, Low: 15927.3, SMA20: 15844.5, SMA50: 16027.02, RSI14: 60.58, Return: 0.69%, Output: Up
Date: 2022-07-18, Open: 16151.4, High: 16287.95, Low: 16142.2, SMA20: 15890.92, SMA50: 16026.55, RSI14: 67.31, Return: 1.43%, Output: Up
Date: 2022-07-19, Open: 16187.05, High: 16359.5, Low: 16187.05, SMA20: 15926.01, SMA50: 16028.56, RSI14: 71.68, Return: 0.38%, Output: Up
Date: 2022-07-20, Open: 16562.8, High: 16588.0, Low: 16490.95, SMA20: 15981.39, SMA50: 16035.63, RSI14: 76.26, Return: 1.1%, Output: Up
Date: 2022-07-21, Open: 16523.55, High: 16626.95, Low: 16483.9, SMA20: 16033.82, SMA50: 16051.58, RSI14: 79.1, Return: 0.51%, Output: Up
Date: 2022-07-22, Open: 16661.25, High: 16752.25, Low: 16610.9, SMA20: 16084.83, SMA50: 16070.32, RSI14: 79.53, Return: 0.69%, Output: Down
Date: 2022-07-25, Open: 16662.55, High: 16706.05, Low: 16564.25, SMA20: 16124.77, SMA50: 16086.1, RSI14: 76.27, Return: -0.53%, Output: Down
Date: 2022-07-26, Open: 16632.9, High: 16636.1, Low: 16463.3, SMA20: 16156.46, SMA50: 16090.59, RSI14: 66.15, Return: -0.88%, Output: Up
Date: 2022-07-27, Open: 16475.35, High: 16653.45, Low: 16438.75, SMA20: 16198.59, SMA50: 16098.62, RSI14: 66.48, Return: 0.96%, Output: Up
Date: 2022-07-28, Open: 16774.85, High: 16947.65, Low: 16746.25, SMA20: 16256.06, SMA50: 16121.02, RSI14: 70.33, Return: 1.73%, Output: Up
Date: 2022-07-29, Open: 17079.5, High: 17172.8, Low: 17018.15, SMA20: 16326.37, SMA50: 16138.87, RSI14: 73.94, Return: 1.35%, Output: Up
Date: 2022-08-01, Open: 17243.2, High: 17356.25, Low: 17154.8, SMA20: 16401.6, SMA50: 16161.37, RSI14: 82.17, Return: 1.06%, Output: Up
Date: 2022-08-02, Open: 17310.15, High: 17390.15, Low: 17215.85, SMA20: 16478.33, SMA50: 16185.78, RSI14: 86.17, Return: 0.03%, Output: Up
Date: 2022-08-03, Open: 17349.25, High: 17407.5, Low: 17225.85, SMA20: 16548.25, SMA50: 16213.03, RSI14: 87.73, Return: 0.25%, Output: Down
Date: 2022-08-04, Open: 17463.1, High: 17490.7, Low: 17161.25, SMA20: 16610.71, SMA50: 16237.26, RSI14: 86.69, Return: -0.04%, Output: Up
Date: 2022-08-05, Open: 17423.65, High: 17474.4, Low: 17348.75, SMA20: 16669.55, SMA50: 16258.16, RSI14: 84.91, Return: 0.09%, Output: Up
Date: 2022-08-08, Open: 17401.5, High: 17548.8, Low: 17359.75, SMA20: 16735.01, SMA50: 16275.44, RSI14: 85.51, Return: 0.73%, Output: Up
Date: 2022-08-10, Open: 17566.1, High: 17566.1, Low: 17442.8, SMA20: 16808.83, SMA50: 16294.44, RSI14: 83.86, Return: 0.06%, Output: Up
Date: 2022-08-11, Open: 17711.65, High: 17719.3, Low: 17631.95, SMA20: 16893.45, SMA50: 16317.17, RSI14: 84.27, Return: 0.71%, Output: Up
Date: 2022-08-12, Open: 17659.65, High: 17724.65, Low: 17597.85, SMA20: 16981.42, SMA50: 16338.57, RSI14: 83.47, Return: 0.22%, Output: Up
Date: 2022-08-16, Open: 17797.2, High: 17839.1, Low: 17764.05, SMA20: 17070.22, SMA50: 16363.39, RSI14: 89.79, Return: 0.72%, Output: Up
Date: 2022-08-17, Open: 17868.15, High: 17965.95, Low: 17833.35, SMA20: 17153.51, SMA50: 16390.88, RSI14: 99.58, Return: 0.67%, Output: Up
Date: 2022-08-18, Open: 17898.65, High: 17968.45, Low: 17852.05, SMA20: 17234.31, SMA50: 16421.68, RSI14: 99.54, Return: 0.07%, Output: Down
Date: 2022-08-19, Open: 17966.55, High: 17992.2, Low: 17710.75, SMA20: 17296.19, SMA50: 16449.73, RSI14: 83.5, Return: -1.1%, Output: Down
Date: 2022-08-22, Open: 17682.9, High: 17690.05, Low: 17467.35, SMA20: 17340.46, SMA50: 16469.98, RSI14: 63.02, Return: -1.51%, Output: Up
Date: 2022-08-23, Open: 17357.35, High: 17625.55, Low: 17345.2, SMA20: 17383.36, SMA50: 16497.49, RSI14: 60.05, Return: 0.5%, Output: Up
Date: 2022-08-24, Open: 17525.45, High: 17623.65, Low: 17499.25, SMA20: 17432.06, SMA50: 16534.11, RSI14: 60.78, Return: 0.16%, Output: Down
Date: 2022-08-25, Open: 17679.0, High: 17726.5, Low: 17487.45, SMA20: 17483.99, SMA50: 16569.91, RSI14: 55.4, Return: -0.47%, Output: Up
Date: 2022-08-26, Open: 17619.3, High: 17685.85, Low: 17519.35, SMA20: 17529.85, SMA50: 16607.25, RSI14: 56.95, Return: 0.21%, Output: Down
Date: 2022-08-29, Open: 17188.65, High: 17380.15, Low: 17166.2, SMA20: 17549.01, SMA50: 16646.29, RSI14: 47.19, Return: -1.4%, Output: Up
Date: 2022-08-30, Open: 17414.95, High: 17777.65, Low: 17401.5, SMA20: 17579.06, SMA50: 16695.61, RSI14: 56.42, Return: 2.58%, Output: Down
Date: 2022-09-01, Open: 17485.7, High: 17695.6, Low: 17468.45, SMA20: 17589.2, SMA50: 16739.46, RSI14: 50.2, Return: -1.22%, Output: Down
Date: 2022-09-02, Open: 17598.4, High: 17643.85, Low: 17476.45, SMA20: 17598.9, SMA50: 16777.48, RSI14: 46.87, Return: -0.02%, Output: Up
Date: 2022-09-05, Open: 17546.45, High: 17683.15, Low: 17540.35, SMA20: 17612.78, SMA50: 16822.53, RSI14: 49.19, Return: 0.72%, Output: Down
Date: 2022-09-06, Open: 17695.7, High: 17764.65, Low: 17587.65, SMA20: 17626.46, SMA50: 16864.5, RSI14: 45.49, Return: -0.06%, Output: Down
Date: 2022-09-07, Open: 17519.4, High: 17650.75, Low: 17484.3, SMA20: 17637.81, SMA50: 16903.01, RSI14: 41.07, Return: -0.18%, Output: Up
Date: 2022-09-08, Open: 17748.15, High: 17807.65, Low: 17691.95, SMA20: 17651.49, SMA50: 16942.34, RSI14: 45.96, Return: 0.99%, Output: Up
Date: 2022-09-09, Open: 17923.35, High: 17925.95, Low: 17786.0, SMA20: 17666.42, SMA50: 16982.0, RSI14: 52.09, Return: 0.19%, Output: Up
Date: 2022-09-12, Open: 17890.85, High: 17980.55, Low: 17889.15, SMA20: 17680.29, SMA50: 17024.75, RSI14: 63.71, Return: 0.58%, Output: Up
Date: 2022-09-13, Open: 18044.45, High: 18088.3, Low: 18015.45, SMA20: 17698.88, SMA50: 17070.55, RSI14: 64.73, Return: 0.75%, Output: Down
Date: 2022-09-14, Open: 17771.15, High: 18091.55, Low: 17771.15, SMA20: 17707.81, SMA50: 17115.58, RSI14: 61.65, Return: -0.37%, Output: Down
Date: 2022-09-15, Open: 18046.35, High: 18096.15, Low: 17861.5, SMA20: 17704.47, SMA50: 17156.42, RSI14: 60.11, Return: -0.7%, Output: Down
Date: 2022-09-16, Open: 17796.8, High: 17820.05, Low: 17497.25, SMA20: 17683.18, SMA50: 17190.82, RSI14: 49.32, Return: -1.94%, Output: Up
Date: 2022-09-19, Open: 17540.65, High: 17667.2, Low: 17429.7, SMA20: 17676.38, SMA50: 17223.47, RSI14: 58.1, Return: 0.52%, Output: Up
Date: 2022-09-20, Open: 17770.4, High: 17919.3, Low: 17744.4, SMA20: 17692.65, SMA50: 17257.14, RSI14: 51.72, Return: 1.1%, Output: Down
Date: 2022-09-21, Open: 17766.35, High: 17838.7, Low: 17663.6, SMA20: 17699.7, SMA50: 17287.09, RSI14: 55.7, Return: -0.55%, Output: Down
Date: 2022-09-22, Open: 17609.65, High: 17722.75, Low: 17532.45, SMA20: 17700.94, SMA50: 17315.37, RSI14: 52.78, Return: -0.5%, Output: Down
Date: 2022-09-23, Open: 17593.85, High: 17642.15, Low: 17291.65, SMA20: 17691.18, SMA50: 17340.75, RSI14: 40.6, Return: -1.72%, Output: Down
Date: 2022-09-26, Open: 17156.3, High: 17196.4, Low: 16978.3, SMA20: 17664.05, SMA50: 17361.74, RSI14: 34.79, Return: -1.8%, Output: Down
Date: 2022-09-27, Open: 17110.9, High: 17176.45, Low: 16942.35, SMA20: 17648.78, SMA50: 17383.12, RSI14: 35.16, Return: -0.05%, Output: Down
Date: 2022-09-28, Open: 16870.55, High: 17037.6, Low: 16820.4, SMA20: 17603.74, SMA50: 17399.3, RSI14: 27.11, Return: -0.87%, Output: Down
Date: 2022-09-29, Open: 16993.6, High: 17026.05, Low: 16788.6, SMA20: 17567.51, SMA50: 17410.1, RSI14: 25.35, Return: -0.24%, Output: Up
Date: 2022-09-30, Open: 16798.05, High: 17187.1, Low: 16747.7, SMA20: 17545.25, SMA50: 17425.17, RSI14: 31.14, Return: 1.64%, Output: Down
Date: 2022-10-03, Open: 17102.1, High: 17114.65, Low: 16855.55, SMA20: 17506.33, SMA50: 17432.5, RSI14: 24.36, Return: -1.21%, Output: Up
Date: 2022-10-04, Open: 17147.45, High: 17287.3, Low: 17117.3, SMA20: 17487.27, SMA50: 17445.88, RSI14: 36.11, Return: 2.29%, Output: Up
Date: 2022-10-06, Open: 17379.25, High: 17428.8, Low: 17315.65, SMA20: 17472.64, SMA50: 17458.13, RSI14: 39.33, Return: 0.33%, Output: Down
Date: 2022-10-07, Open: 17287.2, High: 17337.35, Low: 17216.95, SMA20: 17448.43, SMA50: 17471.8, RSI14: 45.15, Return: -0.1%, Output: Down
Date: 2022-10-10, Open: 17094.35, High: 17280.15, Low: 17064.7, SMA20: 17418.81, SMA50: 17486.95, RSI14: 41.38, Return: -0.43%, Output: Down
Date: 2022-10-11, Open: 17256.05, High: 17261.8, Low: 16950.3, SMA20: 17371.17, SMA50: 17493.78, RSI14: 31.69, Return: -1.49%, Output: Up
Date: 2022-10-12, Open: 17025.55, High: 17142.35, Low: 16960.05, SMA20: 17323.85, SMA50: 17497.66, RSI14: 37.16, Return: 0.82%, Output: Down
Date: 2022-10-13, Open: 17087.35, High: 17112.35, Low: 16956.95, SMA20: 17274.38, SMA50: 17494.78, RSI14: 36.83, Return: -0.64%, Output: Up
Date: 2022-10-14, Open: 17322.3, High: 17348.55, Low: 17169.75, SMA20: 17239.8, SMA50: 17491.7, RSI14: 46.79, Return: 1.01%, Output: Up
Date: 2022-10-17, Open: 17144.8, High: 17328.55, Low: 17098.55, SMA20: 17228.84, SMA50: 17491.02, RSI14: 57.31, Return: 0.73%, Output: Up
Date: 2022-10-18, Open: 17438.75, High: 17527.8, Low: 17434.05, SMA20: 17222.08, SMA50: 17493.0, RSI14: 60.96, Return: 1.01%, Output: Up
Date: 2022-10-19, Open: 17568.15, High: 17607.6, Low: 17472.85, SMA20: 17206.88, SMA50: 17495.6, RSI14: 65.84, Return: 0.14%, Output: Up
Date: 2022-10-20, Open: 17423.1, High: 17584.15, Low: 17421.0, SMA20: 17199.16, SMA50: 17498.93, RSI14: 67.97, Return: 0.3%, Output: Up
Date: 2022-10-21, Open: 17622.85, High: 17670.15, Low: 17520.75, SMA20: 17196.48, SMA50: 17499.96, RSI14: 63.31, Return: 0.07%, Output: Up
Date: 2022-10-24, Open: 17736.35, High: 17777.55, Low: 17707.4, SMA20: 17216.65, SMA50: 17503.88, RSI14: 73.98, Return: 0.88%, Output: Down
Date: 2022-10-25, Open: 17808.3, High: 17811.5, Low: 17637.0, SMA20: 17248.65, SMA50: 17503.83, RSI14: 63.21, Return: -0.42%, Output: Up
Date: 2022-10-27, Open: 17771.4, High: 17783.9, Low: 17654.5, SMA20: 17285.13, SMA50: 17504.6, RSI14: 63.79, Return: 0.46%, Output: Up
Date: 2022-10-28, Open: 17756.4, High: 17838.9, Low: 17723.7, SMA20: 17331.54, SMA50: 17503.83, RSI14: 65.72, Return: 0.28%, Output: Up
Date: 2022-10-31, Open: 17910.2, High: 18022.8, Low: 17899.9, SMA20: 17391.25, SMA50: 17505.19, RSI14: 73.32, Return: 1.27%, Output: Up
Date: 2022-11-01, Open: 18130.7, High: 18175.8, Low: 18060.15, SMA20: 17443.8, SMA50: 17508.97, RSI14: 87.99, Return: 0.74%, Output: Down
Date: 2022-11-02, Open: 18177.9, High: 18178.75, Low: 18048.65, SMA20: 17503.58, SMA50: 17515.46, RSI14: 83.04, Return: -0.34%, Output: Down
Date: 2022-11-03, Open: 17968.35, High: 18106.3, Low: 17959.2, SMA20: 17542.49, SMA50: 17526.7, RSI14: 87.83, Return: -0.17%, Output: Up
Date: 2022-11-04, Open: 18053.4, High: 18135.1, Low: 18017.15, SMA20: 17581.76, SMA50: 17537.49, RSI14: 86.8, Return: 0.36%, Output: Up
Date: 2022-11-07, Open: 18211.75, High: 18255.5, Low: 18064.75, SMA20: 17626.17, SMA50: 17549.45, RSI14: 86.36, Return: 0.47%, Output: Down
Date: 2022-11-09, Open: 18288.25, High: 18296.4, Low: 18117.5, SMA20: 17671.97, SMA50: 17562.14, RSI14: 80.57, Return: -0.25%, Output: Down
Date: 2022-11-10, Open: 18044.35, High: 18103.1, Low: 17969.4, SMA20: 17724.2, SMA50: 17571.52, RSI14: 71.51, Return: -0.71%, Output: Up
Date: 2022-11-11, Open: 18272.35, High: 18362.3, Low: 18259.35, SMA20: 17785.51, SMA50: 17592.26, RSI14: 76.74, Return: 1.78%, Output: Down
Date: 2022-11-14, Open: 18376.4, High: 18399.45, Low: 18311.4, SMA20: 17851.25, SMA50: 17603.66, RSI14: 75.48, Return: -0.11%, Output: Up
Date: 2022-11-15, Open: 18362.75, High: 18427.95, Low: 18282.0, SMA20: 17912.13, SMA50: 17620.87, RSI14: 74.07, Return: 0.41%, Output: Up
Date: 2022-11-16, Open: 18398.25, High: 18442.15, Low: 18344.15, SMA20: 17967.02, SMA50: 17638.27, RSI14: 78.34, Return: 0.03%, Output: Down
Date: 2022-11-17, Open: 18358.7, High: 18417.6, Low: 18312.95, SMA20: 18009.87, SMA50: 17651.83, RSI14: 73.09, Return: -0.36%, Output: Down
Date: 2022-11-18, Open: 18382.95, High: 18394.6, Low: 18209.8, SMA20: 18049.64, SMA50: 17664.88, RSI14: 70.02, Return: -0.2%, Output: Down
Date: 2022-11-21, Open: 18246.4, High: 18262.3, Low: 18133.35, SMA20: 18079.44, SMA50: 17675.59, RSI14: 56.04, Return: -0.81%, Output: Up
Date: 2022-11-22, Open: 18179.15, High: 18261.85, Low: 18137.7, SMA20: 18112.84, SMA50: 17684.5, RSI14: 54.21, Return: 0.46%, Output: Up
Date: 2022-11-23, Open: 18325.2, High: 18325.4, Low: 18246.0, SMA20: 18139.66, SMA50: 17693.17, RSI14: 58.13, Return: 0.13%, Output: Up
Date: 2022-11-24, Open: 18326.1, High: 18529.7, Low: 18294.25, SMA20: 18181.05, SMA50: 17704.13, RSI14: 66.33, Return: 1.19%, Output: Up
Date: 2022-11-25, Open: 18528.45, High: 18534.9, Low: 18445.1, SMA20: 18219.84, SMA50: 17712.98, RSI14: 65.39, Return: 0.16%, Output: Up
Date: 2022-11-28, Open: 18430.55, High: 18614.25, Low: 18365.6, SMA20: 18258.64, SMA50: 17724.16, RSI14: 64.4, Return: 0.27%, Output: Up
Date: 2022-11-29, Open: 18552.45, High: 18678.1, Low: 18552.15, SMA20: 18288.93, SMA50: 17738.98, RSI14: 68.31, Return: 0.3%, Output: Up
Date: 2022-11-30, Open: 18625.7, High: 18816.05, Low: 18616.55, SMA20: 18319.58, SMA50: 17763.53, RSI14: 78.73, Return: 0.75%, Output: Up
Date: 2022-12-01, Open: 18871.95, High: 18887.6, Low: 18778.2, SMA20: 18356.06, SMA50: 17787.33, RSI14: 73.06, Return: 0.29%, Output: Down
Date: 2022-12-02, Open: 18752.4, High: 18781.95, Low: 18639.2, SMA20: 18388.23, SMA50: 17804.93, RSI14: 66.69, Return: -0.62%, Output: Up
Date: 2022-12-05, Open: 18719.55, High: 18728.6, Low: 18591.35, SMA20: 18417.42, SMA50: 17824.58, RSI14: 64.45, Return: 0.03%, Output: Down
Date: 2022-12-06, Open: 18600.65, High: 18654.9, Low: 18577.9, SMA20: 18439.42, SMA50: 17844.84, RSI14: 60.77, Return: -0.31%, Output: Down
Date: 2022-12-07, Open: 18638.85, High: 18668.3, Low: 18528.4, SMA20: 18459.6, SMA50: 17869.5, RSI14: 59.86, Return: -0.44%, Output: Up
Date: 2022-12-08, Open: 18570.85, High: 18625.0, Low: 18536.95, SMA20: 18488.65, SMA50: 17901.36, RSI14: 63.58, Return: 0.26%, Output: Down
Date: 2022-12-09, Open: 18662.4, High: 18664.7, Low: 18410.1, SMA20: 18496.0, SMA50: 17931.15, RSI14: 65.64, Return: -0.61%, Output: Up
Date: 2022-12-12, Open: 18402.15, High: 18521.55, Low: 18345.7, SMA20: 18504.4, SMA50: 17963.92, RSI14: 62.75, Return: 0.0%, Output: Up
Date: 2022-12-13, Open: 18524.4, High: 18617.25, Low: 18490.2, SMA20: 18514.63, SMA50: 17999.72, RSI14: 65.77, Return: 0.6%, Output: Up
Date: 2022-12-14, Open: 18671.25, High: 18696.1, Low: 18632.9, SMA20: 18527.16, SMA50: 18031.04, RSI14: 59.62, Return: 0.28%, Output: Down
Date: 2022-12-15, Open: 18614.4, High: 18652.9, Low: 18387.7, SMA20: 18530.71, SMA50: 18061.59, RSI14: 45.68, Return: -1.32%, Output: Down
Date: 2022-12-16, Open: 18319.1, High: 18440.95, Low: 18255.15, SMA20: 18528.78, SMA50: 18081.48, RSI14: 38.04, Return: -0.79%, Output: Up
Date: 2022-12-19, Open: 18288.1, High: 18431.65, Low: 18244.55, SMA20: 18541.8, SMA50: 18103.25, RSI14: 42.54, Return: 0.83%, Output: Down
Date: 2022-12-20, Open: 18340.3, High: 18404.9, Low: 18202.65, SMA20: 18548.86, SMA50: 18124.67, RSI14: 34.7, Return: -0.19%, Output: Down
Date: 2022-12-21, Open: 18435.15, High: 18473.35, Low: 18162.75, SMA20: 18545.45, SMA50: 18143.83, RSI14: 27.3, Return: -1.01%, Output: Down
Date: 2022-12-22, Open: 18288.8, High: 18318.75, Low: 18068.6, SMA20: 18527.62, SMA50: 18166.71, RSI14: 28.24, Return: -0.39%, Output: Down
Date: 2022-12-23, Open: 17977.65, High: 18050.45, Low: 17779.5, SMA20: 18492.32, SMA50: 18180.37, RSI14: 22.44, Return: -1.77%, Output: Up
Date: 2022-12-26, Open: 17830.4, High: 18084.1, Low: 17774.25, SMA20: 18464.91, SMA50: 18200.37, RSI14: 32.27, Return: 1.17%, Output: Up
Date: 2022-12-27, Open: 18089.8, High: 18149.25, Low: 17967.45, SMA20: 18440.62, SMA50: 18219.31, RSI14: 38.15, Return: 0.65%, Output: Down
Date: 2022-12-28, Open: 18084.75, High: 18173.1, Low: 18068.35, SMA20: 18408.83, SMA50: 18235.52, RSI14: 36.23, Return: -0.05%, Output: Up
Date: 2022-12-29, Open: 18045.7, High: 18229.7, Low: 17992.8, SMA20: 18377.76, SMA50: 18249.6, RSI14: 41.14, Return: 0.38%, Output: Down
